parish;token;cog;vot;pal;height;backness;round;stop;stress;.obs
Assing;te1;2011;23.4;negpal;high;front;negrd;t;negstr;399
Assing;te1;2196;26.1;negpal;high;front;negrd;t;negstr;400
Assing;pa1;624;20.8;negpal;low;front;negrd;p;negstr;401
Assing;tø2;2823;40.4;negpal;mid;front;rd;t;str;402
Assing;to2;2316;24.3;negpal;mid;back;rd;t;str;403
Assing;ku1;585;42;negpal;high;back;rd;k;negstr;404
Assing;te2;3040;31.1;negpal;high;front;negrd;t;str;405
Assing;ka1;971;31.8;negpal;low;front;negrd;k;negstr;406
Assing;tø2;1229;21.9;negpal;mid;front;rd;t;str;407
Assing;ta1;1786;31;negpal;low;front;negrd;t;negstr;408
Assing;tø2;1233;16.6;negpal;mid;front;rd;t;str;409
Assing;ku2;943;49.1;negpal;high;back;rd;k;str;410
Assing;kå1;349;28.8;negpal;mid;back;rd;k;negstr;411
Assing;te1;1344;20.9;negpal;high;front;negrd;t;negstr;412
Assing;te1;2112;16.9;negpal;high;front;negrd;t;negstr;413
Assing;par2;484;36.4;negpal;low;central;negrd;p;str;414
Assing;te1;2446;21.8;negpal;high;front;negrd;t;negstr;415
Assing;ku1;503;21.1;negpal;high;back;rd;k;negstr;416
Assing;tar1;1788;41;negpal;low;central;negrd;t;negstr;417
Assing;kå2;1096;65.9;negpal;mid;back;rd;k;str;418
Assing;kå1;291;54.8;negpal;mid;back;rd;k;negstr;419
Assing;te2;3212;33.7;negpal;high;front;negrd;t;str;420
Assing;tæ2;2471;22.7;negpal;mid;front;negrd;t;str;421
Assing;kå1;893;43.5;negpal;mid;back;rd;k;negstr;422
Assing;ty2;3057;46.8;negpal;high;front;rd;t;str;423
Assing;kæ1;2967;20.7;negpal;mid;front;negrd;k;negstr;424
Assing;tu2;2206;28.5;negpal;high;back;rd;t;str;425
Assing;kø1;773;27.2;negpal;mid;front;rd;k;negstr;426
Assing;to1;1841;27.3;negpal;mid;back;rd;t;negstr;427
Assing;ty1;2120;54.4;negpal;high;front;rd;t;negstr;428
Assing;kø2;1595;70.7;negpal;mid;front;rd;k;str;429
Assing;kø1;1941;34;negpal;mid;front;rd;k;negstr;430
Assing;ty2;2346;61.3;negpal;high;front;rd;t;str;431
Assing;te2;3269;24.1;negpal;high;front;negrd;t;str;432
Assing;te1;2073;16.3;negpal;high;front;negrd;t;negstr;433
Assing;tør2;2641;25.6;negpal;low;front;rd;t;str;434
Assing;kå1;1278;66.7;negpal;mid;back;rd;k;negstr;435
Assing;te2;4052;43.4;negpal;high;front;negrd;t;str;436
Assing;kå2;1140;69.7;negpal;mid;back;rd;k;str;437
Assing;kø2;1524;44.1;negpal;mid;front;rd;k;str;438
Assing;te1;2117;24.4;negpal;high;front;negrd;t;negstr;439
Assing;tå2;2090;28.8;negpal;mid;back;rd;t;str;440
Astrup;ka1;147;22.9;negpal;low;front;negrd;k;negstr;441
Astrup;ta1;675;38.9;negpal;low;front;negrd;t;negstr;442
Astrup;to2;1831;30.1;negpal;mid;back;rd;t;str;443
Astrup;to1;1538;42.9;negpal;mid;back;rd;t;negstr;444
Astrup;to1;689;34.2;negpal;mid;back;rd;t;negstr;445
Astrup;tx1;1187;15.9;negpal;mid;central;negrd;t;negstr;446
Astrup;kx1;528;28;negpal;mid;central;negrd;k;negstr;447
Astrup;kx1;1379;44.5;negpal;mid;central;negrd;k;negstr;448
Astrup;koe1;645;23.1;negpal;low;central;negrd;k;negstr;449
Astrup;te1;1638;35.7;negpal;high;front;negrd;t;negstr;450
Astrup;te2;1548;42.4;negpal;high;front;negrd;t;str;451
Astrup;ka1;1092;19.5;negpal;low;front;negrd;k;negstr;452
Astrup;koe1;924;38.5;negpal;low;central;negrd;k;negstr;453
Astrup;pe2;1313;44.3;negpal;high;front;negrd;p;str;454
Astrup;kå2;1641;69.9;negpal;mid;back;rd;k;str;455
Astrup;pe2;1704;31.3;negpal;high;front;negrd;p;str;456
Astrup;te1;1145;54.3;negpal;high;front;negrd;t;negstr;457
Astrup;ka2;1838;65.5;negpal;low;front;negrd;k;str;458
Astrup;te2;1321;56.9;negpal;high;front;negrd;t;str;459
Astrup;kår1;1054;56.7;negpal;low;back;rd;k;negstr;460
Astrup;tx1;2738;37.5;negpal;mid;central;negrd;t;negstr;461
Astrup;ka1;2198;36.6;negpal;low;front;negrd;k;negstr;462
Astrup;køe2;1713;33;negpal;mid;front;rd;k;str;463
Astrup;koe1;2257;44.6;negpal;low;central;negrd;k;negstr;464
Astrup;te2;1765;39.9;negpal;high;front;negrd;t;str;465
Astrup;ka2;2086;33.6;negpal;low;front;negrd;k;str;466
Astrup;tøe1;3356;38.4;negpal;mid;front;rd;t;negstr;467
Astrup;tø1;1569;55.3;negpal;mid;front;rd;t;negstr;468
Astrup;kår2;1076;53.4;negpal;low;back;rd;k;str;469
Astrup;ka1;2487;50.6;negpal;low;front;negrd;k;negstr;470
Astrup;ka1;2402;42.4;negpal;low;front;negrd;k;negstr;471
Astrup;ka1;1646;48.6;negpal;low;front;negrd;k;negstr;472
Astrup;ko1;1356;39.7;negpal;mid;back;rd;k;negstr;473
Astrup;ty2;4074;116.5;negpal;high;front;rd;t;str;474
Astrup;på1;589;44.8;negpal;mid;back;rd;p;negstr;475
Astrup;tx1;1708;24.4;negpal;mid;central;negrd;t;negstr;476
Astrup;px1;313;10.2;negpal;mid;central;negrd;p;negstr;477
Astrup;ku1;1272;36.5;negpal;high;back;rd;k;negstr;478
Astrup;ty1;4153;81.3;negpal;high;front;rd;t;negstr;479
Astrup;ku1;807;36.8;negpal;high;back;rd;k;negstr;480
Astrup;ty2;3515;59.2;negpal;high;front;rd;t;str;481
Astrup;kår2;1096;46.6;negpal;low;back;rd;k;str;482
Astrup;ka1;1956;54;negpal;low;front;negrd;k;negstr;483
Astrup;tja1;4481;96.7;pal;low;front;negrd;t;negstr;484
Astrup;to1;1821;45.8;negpal;mid;back;rd;t;negstr;485
Astrup;ko1;1559;56.9;negpal;mid;back;rd;k;negstr;486
Astrup;ta2;2092;57.9;negpal;low;front;negrd;t;str;487
Astrup;tja2;4404;75.2;pal;low;front;negrd;t;str;488
Astrup;på2;1450;47.5;negpal;mid;back;rd;p;str;489
Astrup;te2;2109;37.1;negpal;high;front;negrd;t;str;490
AsåMelholt;ku2;838;50.9;negpal;high;back;rd;k;str;491
AsåMelholt;koe1;905;28.8;negpal;low;central;negrd;k;negstr;492
AsåMelholt;to2;1485;27.5;negpal;mid;back;rd;t;str;493
AsåMelholt;koe1;989;17.9;negpal;low;central;negrd;k;negstr;494
AsåMelholt;kar1;1763;36;negpal;low;central;negrd;k;negstr;495
AsåMelholt;poe2;752;44;negpal;low;central;negrd;p;str;496
AsåMelholt;kar2;2111;67.6;negpal;low;central;negrd;k;str;497
AsåMelholt;te1;4920;38;negpal;high;front;negrd;t;negstr;498
AsåMelholt;koe1;1084;37.7;negpal;low;central;negrd;k;negstr;499
AsåMelholt;te1;2780;25.1;negpal;high;front;negrd;t;negstr;500
AsåMelholt;pæ2;854;31;negpal;mid;front;negrd;p;str;501
AsåMelholt;te2;2479;31.5;negpal;high;front;negrd;t;str;502
AsåMelholt;te1;1715;43.7;negpal;high;front;negrd;t;negstr;503
AsåMelholt;tjø1;2126;66.2;pal;mid;front;rd;t;negstr;504
AsåMelholt;to1;1073;15.9;negpal;mid;back;rd;t;negstr;505
AsåMelholt;tø2;2935;22.3;negpal;mid;front;rd;t;str;506
AsåMelholt;po1;1122;36.9;negpal;mid;back;rd;p;negstr;507
AsåMelholt;ku1;1367;43.5;negpal;high;back;rd;k;negstr;508
AsåMelholt;te1;2535;52.8;negpal;high;front;negrd;t;negstr;509
AsåMelholt;ka1;1449;26.8;negpal;low;front;negrd;k;negstr;510
AsåMelholt;tjø2;2587;79.7;pal;mid;front;rd;t;str;511
AsåMelholt;te2;2391;15.9;negpal;high;front;negrd;t;str;512
AsåMelholt;ka1;1881;52.8;negpal;low;front;negrd;k;negstr;513
AsåMelholt;ku1;1139;76.6;negpal;high;back;rd;k;negstr;514
AsåMelholt;te1;1659;34;negpal;high;front;negrd;t;negstr;515
AsåMelholt;to1;1795;27.4;negpal;mid;back;rd;t;negstr;516
AsåMelholt;ku2;984;24.5;negpal;high;back;rd;k;str;517
AsåMelholt;te1;3111;27.4;negpal;high;front;negrd;t;negstr;518
AsåMelholt;ka1;3703;62.3;negpal;low;front;negrd;k;negstr;519
AsåMelholt;ku1;941;46.8;negpal;high;back;rd;k;negstr;520
AsåMelholt;ti2;2368;30.7;negpal;high;front;negrd;t;str;521
AsåMelholt;ka1;1878;50.9;negpal;low;front;negrd;k;negstr;522
AsåMelholt;ku1;999;41.8;negpal;high;back;rd;k;negstr;523
AsåMelholt;kar1;5417;51.6;negpal;low;central;negrd;k;negstr;524
AsåMelholt;koe1;1066;21.8;negpal;low;central;negrd;k;negstr;525
AsåMelholt;te1;735;17.4;negpal;high;front;negrd;t;negstr;526
AsåMelholt;ta1;911;14.6;negpal;low;front;negrd;t;negstr;527
AsåMelholt;te2;2692;27.6;negpal;high;front;negrd;t;str;528
AsåMelholt;ku1;567;21.5;negpal;high;back;rd;k;negstr;529
AsåMelholt;på1;355;13.4;negpal;mid;back;rd;p;negstr;530
AsåMelholt;tx1;1466;24.4;negpal;mid;central;negrd;t;negstr;531
AsåMelholt;to1;1226;17.5;negpal;mid;back;rd;t;negstr;532
AsåMelholt;tx1;2401;23.1;negpal;mid;central;negrd;t;negstr;533
AsåMelholt;ta1;2158;16.7;negpal;low;front;negrd;t;negstr;534
AsåMelholt;på1;311;26.3;negpal;mid;back;rd;p;negstr;535
AsåMelholt;tæ2;3248;20.3;negpal;mid;front;negrd;t;str;536
AsåMelholt;på1;485;10.1;negpal;mid;back;rd;p;negstr;537
AsåMelholt;ka1;1812;24.5;negpal;low;front;negrd;k;negstr;538
AsåMelholt;ka1;3299;34.3;negpal;low;front;negrd;k;negstr;539
AsåMelholt;te1;2777;25;negpal;high;front;negrd;t;negstr;540
Ballum;ta2;4715;78.6;negpal;low;front;negrd;t;str;541
Ballum;kø2;1258;31.6;negpal;mid;front;rd;k;str;542
Ballum;te2;3771;66.5;negpal;high;front;negrd;t;str;543
Ballum;koe1;1482;62.5;negpal;low;central;negrd;k;negstr;544
Ballum;te1;2426;29.1;negpal;high;front;negrd;t;negstr;545
Ballum;te1;4851;80.2;negpal;high;front;negrd;t;negstr;546
Ballum;ka1;2173;120.2;negpal;low;front;negrd;k;negstr;547
Ballum;py1;2717;54.6;negpal;high;front;rd;p;negstr;548
Ballum;pu1;2438;48.7;negpal;high;back;rd;p;negstr;549
Ballum;ka1;2535;42;negpal;low;front;negrd;k;negstr;550
Ballum;to1;2862;47.4;negpal;mid;back;rd;t;negstr;551
Ballum;koe1;1285;31.8;negpal;low;central;negrd;k;negstr;552
Ballum;te1;3317;50.7;negpal;high;front;negrd;t;negstr;553
Ballum;pa1;1687;39.3;negpal;low;front;negrd;p;negstr;554
Ballum;te1;3300;43.6;negpal;high;front;negrd;t;negstr;555
Ballum;ku1;1484;84.7;negpal;high;back;rd;k;negstr;556
Ballum;ta1;3266;32.1;negpal;low;front;negrd;t;negstr;557
Ballum;koe1;1243;36;negpal;low;central;negrd;k;negstr;558
Ballum;ka2;2036;63.8;negpal;low;front;negrd;k;str;559
Ballum;koe1;1314;44.2;negpal;low;central;negrd;k;negstr;560
Ballum;koe1;1283;23.1;negpal;low;central;negrd;k;negstr;561
Ballum;kar2;2329;33.7;negpal;low;central;negrd;k;str;562
Ballum;tar1;3831;33.4;negpal;low;central;negrd;t;negstr;563
Ballum;tøe2;4005;56.1;negpal;mid;front;rd;t;str;564
Ballum;ka1;2158;51;negpal;low;front;negrd;k;negstr;565
Ballum;te1;2779;53.8;negpal;high;front;negrd;t;negstr;566
Ballum;te1;2950;58.6;negpal;high;front;negrd;t;negstr;567
Ballum;ka1;2594;50.5;negpal;low;front;negrd;k;negstr;568
Ballum;ti1;3016;69.5;negpal;high;front;negrd;t;negstr;569
Ballum;te1;5090;61.8;negpal;high;front;negrd;t;negstr;570
Ballum;te1;3952;49.2;negpal;high;front;negrd;t;negstr;571
Ballum;ta2;4084;54.5;negpal;low;front;negrd;t;str;572
Ballum;ku1;803;38.5;negpal;high;back;rd;k;negstr;573
Ballum;te1;3966;36.7;negpal;high;front;negrd;t;negstr;574
Ballum;ku1;3399;43.4;negpal;high;back;rd;k;negstr;575
Ballum;koe1;1100;28.3;negpal;low;central;negrd;k;negstr;576
Ballum;koe1;1276;29.1;negpal;low;central;negrd;k;negstr;577
Ballum;po2;1809;22.9;negpal;mid;back;rd;p;str;578
Ballum;koe1;1178;45.3;negpal;low;central;negrd;k;negstr;579
Ballum;te1;3478;57.8;negpal;high;front;negrd;t;negstr;580
Ballum;te1;4285;36.3;negpal;high;front;negrd;t;negstr;581
Ballum;kø2;2582;82.9;negpal;mid;front;rd;k;str;582
Ballum;te1;2543;17.3;negpal;high;front;negrd;t;negstr;583
Ballum;ku1;2463;21.5;negpal;high;back;rd;k;negstr;584
Ballum;ku1;2309;24.9;negpal;high;back;rd;k;negstr;585
Ballum;pu1;1568;57.3;negpal;high;back;rd;p;negstr;586
Ballum;koe1;987;45.7;negpal;low;central;negrd;k;negstr;587
Ballum;te1;4043;50.5;negpal;high;front;negrd;t;negstr;588
Ballum;ku1;2089;57;negpal;high;back;rd;k;negstr;589
Ballum;pe1;2263;38.8;negpal;high;front;negrd;p;negstr;590
Bejstrup;te1;4769;95.6;negpal;high;front;negrd;t;negstr;591
Bejstrup;koe1;3961;47.4;negpal;low;central;negrd;k;negstr;592
Bejstrup;tx1;5505;45.7;negpal;mid;central;negrd;t;negstr;593
Bejstrup;ka1;3426;54.4;negpal;low;front;negrd;k;negstr;594
Bejstrup;px1;1903;19.7;negpal;mid;central;negrd;p;negstr;595
Bejstrup;tx1;4746;42.4;negpal;mid;central;negrd;t;negstr;596
Bejstrup;på1;1986;22.3;negpal;mid;back;rd;p;negstr;597
Bejstrup;kx1;1397;21.1;negpal;mid;central;negrd;k;negstr;598
Bejstrup;koe1;1275;22.3;negpal;low;central;negrd;k;negstr;599
Bejstrup;ka1;456;64.5;negpal;low;front;negrd;k;negstr;600
Bejstrup;ko1;4704;35.2;negpal;mid;back;rd;k;negstr;601
Bejstrup;te1;3822;38.3;negpal;high;front;negrd;t;negstr;602
Bejstrup;ka1;2542;51.2;negpal;low;front;negrd;k;negstr;603
Bejstrup;te1;4477;40.9;negpal;high;front;negrd;t;negstr;604
Bejstrup;kø1;2663;53.3;negpal;mid;front;rd;k;negstr;605
Bejstrup;ku1;1847;44.6;negpal;high;back;rd;k;negstr;606
Bejstrup;kø2;2945;38.2;negpal;mid;front;rd;k;str;607
Bejstrup;tjæ2;7031;36;pal;mid;front;negrd;t;str;608
Bejstrup;kx1;2182;34.3;negpal;mid;central;negrd;k;negstr;609
Bejstrup;ka1;2035;27.4;negpal;low;front;negrd;k;negstr;610
Bejstrup;kjy1;2338;43.6;pal;high;front;rd;k;negstr;611
Bejstrup;kar2;2458;19.8;negpal;low;central;negrd;k;str;612
Bejstrup;på1;2416;32.1;negpal;mid;back;rd;p;negstr;613
Bejstrup;te1;5647;16.9;negpal;high;front;negrd;t;negstr;614
Bejstrup;pa2;2636;27.3;negpal;low;front;negrd;p;str;615
Bejstrup;to1;7195;39.6;negpal;mid;back;rd;t;negstr;616
Bejstrup;par2;2171;23.9;negpal;low;central;negrd;p;str;617
Bejstrup;te2;4332;31.8;negpal;high;front;negrd;t;str;618
Bejstrup;te1;6955;28.2;negpal;high;front;negrd;t;negstr;619
Bejstrup;ti1;5985;57.8;negpal;high;front;negrd;t;negstr;620
Bejstrup;ti1;4616;50.8;negpal;high;front;negrd;t;negstr;621
Bejstrup;ka1;3479;49;negpal;low;front;negrd;k;negstr;622
Bejstrup;ti2;5873;18.5;negpal;high;front;negrd;t;str;623
Bejstrup;par1;1619;31.6;negpal;low;central;negrd;p;negstr;624
Bejstrup;te2;3815;36.8;negpal;high;front;negrd;t;str;625
Bejstrup;te1;5823;38.2;negpal;high;front;negrd;t;negstr;626
Bejstrup;to2;4414;43.1;negpal;mid;back;rd;t;str;627
Bejstrup;koe1;3598;43.4;negpal;low;central;negrd;k;negstr;628
Bejstrup;toe2;6490;75.4;negpal;low;central;negrd;t;str;629
Bejstrup;to2;7029;55.9;negpal;mid;back;rd;t;str;630
Bejstrup;på1;3837;30.6;negpal;mid;back;rd;p;negstr;631
Bejstrup;te2;2693;26.8;negpal;high;front;negrd;t;str;632
Bejstrup;toe2;5025;68;negpal;low;central;negrd;t;str;633
Bejstrup;pi1;2914;23.6;negpal;high;front;negrd;p;negstr;634
Bejstrup;kx1;3707;26.6;negpal;mid;central;negrd;k;negstr;635
Bejstrup;te1;5401;38.4;negpal;high;front;negrd;t;negstr;636
Bejstrup;kar1;2783;48.4;negpal;low;central;negrd;k;negstr;637
Bejstrup;te2;5876;57.4;negpal;high;front;negrd;t;str;638
Biersted;på1;1309;15.3;negpal;mid;back;rd;p;negstr;639
Biersted;tø1;2488;44.4;negpal;mid;front;rd;t;negstr;640
Biersted;pi2;2173;37.4;negpal;high;front;negrd;p;str;641
Biersted;pe2;2068;26;negpal;high;front;negrd;p;str;642
Biersted;pe1;2296;35.7;negpal;high;front;negrd;p;negstr;643
Biersted;tå2;1807;39.9;negpal;mid;back;rd;t;str;644
Biersted;to2;1982;59.6;negpal;mid;back;rd;t;str;645
Biersted;tjø1;2585;62.2;pal;mid;front;rd;t;negstr;646
Biersted;ka1;3430;45.7;negpal;low;front;negrd;k;negstr;647
Biersted;ka1;2689;14.6;negpal;low;front;negrd;k;negstr;648
Biersted;pe2;1032;46.3;negpal;high;front;negrd;p;str;649
Biersted;pe2;2105;48.3;negpal;high;front;negrd;p;str;650
Biersted;ti2;3043;26.6;negpal;high;front;negrd;t;str;651
Biersted;te2;2838;30.9;negpal;high;front;negrd;t;str;652
Biersted;ku2;3019;64.6;negpal;high;back;rd;k;str;653
Biersted;te1;2721;21.4;negpal;high;front;negrd;t;negstr;654
Biersted;pa2;2152;29.5;negpal;low;front;negrd;p;str;655
Biersted;ka1;2655;34.1;negpal;low;front;negrd;k;negstr;656
Biersted;ti2;2634;23.4;negpal;high;front;negrd;t;str;657
Biersted;ti1;2237;26.8;negpal;high;front;negrd;t;negstr;658
Biersted;koe2;2925;29;negpal;low;central;negrd;k;str;659
Biersted;koe1;3034;49.2;negpal;low;central;negrd;k;negstr;660
Biersted;ku1;1353;38.8;negpal;high;back;rd;k;negstr;661
Biersted;ti1;2680;46.4;negpal;high;front;negrd;t;negstr;662
Biersted;kå2;1448;31;negpal;mid;back;rd;k;str;663
Biersted;pi2;1839;30.7;negpal;high;front;negrd;p;str;664
Biersted;ku1;3186;19.6;negpal;high;back;rd;k;negstr;665
Biersted;ka1;2564;18.9;negpal;low;front;negrd;k;negstr;666
Biersted;pår1;1942;28.9;negpal;low;back;rd;p;negstr;667
Biersted;tar1;2851;22.5;negpal;low;central;negrd;t;negstr;668
Biersted;ka1;1625;50.4;negpal;low;front;negrd;k;negstr;669
Biersted;kar1;2723;32.5;negpal;low;central;negrd;k;negstr;670
Biersted;par1;1096;13.6;negpal;low;central;negrd;p;negstr;671
Biersted;på1;1038;18;negpal;mid;back;rd;p;negstr;672
Biersted;på1;1715;36.1;negpal;mid;back;rd;p;negstr;673
Biersted;ti1;2273;29.9;negpal;high;front;negrd;t;negstr;674
Biersted;to2;2114;21.5;negpal;mid;back;rd;t;str;675
Biersted;ta1;2416;22.6;negpal;low;front;negrd;t;negstr;676
Biersted;ti2;2524;28;negpal;high;front;negrd;t;str;677
Biersted;ta1;2553;19.5;negpal;low;front;negrd;t;negstr;678
Biersted;ku1;791;25.6;negpal;high;back;rd;k;negstr;679
Biersted;ta1;2090;40.1;negpal;low;front;negrd;t;negstr;680
Biersted;tx1;1658;14.1;negpal;mid;central;negrd;t;negstr;681
Biersted;på2;2520;16.9;negpal;mid;back;rd;p;str;682
Biersted;pa1;1030;17.7;negpal;low;front;negrd;p;negstr;683
Biersted;på2;1117;15.2;negpal;mid;back;rd;p;str;684
Biersted;ku1;1081;36.5;negpal;high;back;rd;k;negstr;685
Biersted;tø2;2170;26.7;negpal;mid;front;rd;t;str;686
Biersted;ty2;2148;51.9;negpal;high;front;rd;t;str;687
Bigum;ti1;3124;33.5;negpal;high;front;negrd;t;negstr;688
Bigum;te1;1788;18.7;negpal;high;front;negrd;t;negstr;689
Bigum;tx1;1225;17.5;negpal;mid;central;negrd;t;negstr;690
Bigum;te2;2973;53.7;negpal;high;front;negrd;t;str;691
Bigum;ti1;2989;26.2;negpal;high;front;negrd;t;negstr;692
Bigum;koe1;906;37;negpal;low;central;negrd;k;negstr;693
Bigum;te1;3602;35.4;negpal;high;front;negrd;t;negstr;694
Bigum;på1;131;12.9;negpal;mid;back;rd;p;negstr;695
Bigum;ti1;3327;49.7;negpal;high;front;negrd;t;negstr;696
Bigum;ka1;1390;96.7;negpal;low;front;negrd;k;negstr;697
Bigum;ka2;1003;36.5;negpal;low;front;negrd;k;str;698
Bigum;koe1;340;33.2;negpal;low;central;negrd;k;negstr;699
Bigum;te1;1125;23.5;negpal;high;front;negrd;t;negstr;700
Bigum;koe1;616;45.6;negpal;low;central;negrd;k;negstr;701
Bigum;tu2;1659;19.4;negpal;high;back;rd;t;str;702
Bigum;ti1;2428;40.7;negpal;high;front;negrd;t;negstr;703
Bigum;te1;1278;16.5;negpal;high;front;negrd;t;negstr;704
Bigum;toe1;2084;18.6;negpal;low;central;negrd;t;negstr;705
Bigum;på1;320;21.4;negpal;mid;back;rd;p;negstr;706
Bigum;ty1;2844;51.8;negpal;high;front;rd;t;negstr;707
Bigum;ti1;3324;51.9;negpal;high;front;negrd;t;negstr;708
Bigum;toe1;2155;21.5;negpal;low;central;negrd;t;negstr;709
Bigum;ti1;1914;21.3;negpal;high;front;negrd;t;negstr;710
Bigum;te1;2878;17.4;negpal;high;front;negrd;t;negstr;711
Bigum;tu2;1336;32.3;negpal;high;back;rd;t;str;712
Bigum;te1;3358;32;negpal;high;front;negrd;t;negstr;713
Bigum;tø1;2670;17.4;negpal;mid;front;rd;t;negstr;714
Bigum;ti2;3217;35.9;negpal;high;front;negrd;t;str;715
Bigum;te1;2465;38.8;negpal;high;front;negrd;t;negstr;716
Bigum;tæ2;327;44.4;negpal;mid;front;negrd;t;str;717
Bigum;koe1;1054;25.5;negpal;low;central;negrd;k;negstr;718
Bigum;ku1;1001;52.5;negpal;high;back;rd;k;negstr;719
Bigum;te1;2644;23.2;negpal;high;front;negrd;t;negstr;720
Bigum;koe1;1171;48.3;negpal;low;central;negrd;k;negstr;721
Bigum;tæ2;2973;22.8;negpal;mid;front;negrd;t;str;722
Bigum;koe1;1105;43.4;negpal;low;central;negrd;k;negstr;723
Bigum;ku1;1102;23.6;negpal;high;back;rd;k;negstr;724
Bigum;pu1;391;30.6;negpal;high;back;rd;p;negstr;725
Bigum;tæ1;291;17;negpal;mid;front;negrd;t;negstr;726
Bigum;tx1;2730;22.4;negpal;mid;central;negrd;t;negstr;727
Bigum;te1;1582;28.2;negpal;high;front;negrd;t;negstr;728
Bigum;koe1;1278;65.8;negpal;low;central;negrd;k;negstr;729
Bigum;tæ2;3696;26.4;negpal;mid;front;negrd;t;str;730
Bigum;te1;1954;11.3;negpal;high;front;negrd;t;negstr;731
Bindslev;ku1;200;39.6;negpal;high;back;rd;k;negstr;732
Bindslev;ku1;138;36.8;negpal;high;back;rd;k;negstr;733
Bindslev;ta1;968;23.7;negpal;low;front;negrd;t;negstr;734
Bindslev;tx1;2201;31.4;negpal;mid;central;negrd;t;negstr;735
Bindslev;ko1;179;47.1;negpal;mid;back;rd;k;negstr;736
Bindslev;te1;2624;36.2;negpal;high;front;negrd;t;negstr;737
Bindslev;te1;2417;26.8;negpal;high;front;negrd;t;negstr;738
Bindslev;kar1;1212;30.7;negpal;low;central;negrd;k;negstr;739
Bindslev;kar1;396;54.8;negpal;low;central;negrd;k;negstr;740
Bindslev;po1;366;20.1;negpal;mid;back;rd;p;negstr;741
Bindslev;ku1;108;46.7;negpal;high;back;rd;k;negstr;742
Bindslev;te2;1850;63.2;negpal;high;front;negrd;t;str;743
Bindslev;på1;672;23.9;negpal;mid;back;rd;p;negstr;744
Bindslev;tx1;1098;25.9;negpal;mid;central;negrd;t;negstr;745
Bindslev;te1;862;41.2;negpal;high;front;negrd;t;negstr;746
Bindslev;ku1;173;32.4;negpal;high;back;rd;k;negstr;747
Bindslev;ta1;255;28.5;negpal;low;front;negrd;t;negstr;748
Bindslev;ty1;1796;34.4;negpal;high;front;rd;t;negstr;749
Bindslev;te1;2351;33.9;negpal;high;front;negrd;t;negstr;750
Bindslev;ku2;1481;54.1;negpal;high;back;rd;k;str;751
Bindslev;koe1;1615;38.5;negpal;low;central;negrd;k;negstr;752
Bindslev;kø2;1577;50;negpal;mid;front;rd;k;str;753
Bindslev;ku2;1363;52.1;negpal;high;back;rd;k;str;754
Bindslev;ku;462;39;negpal;high;back;rd;k;str;755
Bindslev;kå2;817;45.2;negpal;mid;back;rd;k;str;756
Bindslev;på1;520;17.2;negpal;mid;back;rd;p;negstr;757
Bindslev;te2;2318;33.7;negpal;high;front;negrd;t;str;758
Bindslev;ka1;194;15.3;negpal;low;front;negrd;k;negstr;759
Bindslev;ka2;1136;53.9;negpal;low;front;negrd;k;str;760
Bindslev;tx1;853;53;negpal;mid;central;negrd;t;negstr;761
Bindslev;poe2;1312;64.2;negpal;low;central;negrd;p;str;762
Bindslev;te1;3616;42.7;negpal;high;front;negrd;t;negstr;763
Bindslev;te1;2718;27.1;negpal;high;front;negrd;t;negstr;764
Bindslev;te2;1958;27.4;negpal;high;front;negrd;t;str;765
Bindslev;poe2;1266;44.9;negpal;low;central;negrd;p;str;766
Bindslev;koe1;1950;48.1;negpal;low;central;negrd;k;negstr;767
Bindslev;pe2;1633;38.1;negpal;high;front;negrd;p;str;768
Bindslev;kå1;1125;39.1;negpal;mid;back;rd;k;negstr;769
Bindslev;koe1;756;43.3;negpal;low;central;negrd;k;negstr;770
Bindslev;på1;780;34.5;negpal;mid;back;rd;p;negstr;771
Bindslev;ka2;2216;53.1;negpal;low;front;negrd;k;str;772
Bindslev;pår1;726;36.8;negpal;low;back;rd;p;negstr;773
Bindslev;ka1;1671;53.8;negpal;low;front;negrd;k;negstr;774
Bindslev;te1;2023;58.7;negpal;high;front;negrd;t;negstr;775
Bindslev;på1;465;34.8;negpal;mid;back;rd;p;negstr;776
Bindslev;te2;2749;34.5;negpal;high;front;negrd;t;str;777
Bindslev;koe2;1384;62.4;negpal;low;central;negrd;k;str;778
Bindslev;te1;1348;35.2;negpal;high;front;negrd;t;negstr;779
Bindslev;tu2;1939;51.1;negpal;high;back;rd;t;str;780
Bindslev;ku1;791;22.8;negpal;high;back;rd;k;negstr;781
Bjolderup;toe1;3656;32.3;negpal;low;central;negrd;t;negstr;782
